company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
Robinhood,"Menlo Park,California,United States","Robinhood is a stock brokerage that allows customers to buy and sell stocks, options, ETFs, and cryptocurrencies with zero commission.",2013,"Baiju Bhatt,Vlad Tenev",1001-5000,IPO,"May 13, 2022",Post-IPO Secondary,$1B to $10B,www.robinhood.com,"Robinhood is a stock brokerage that allows customers to buy and sell stocks, options, ETFs, and cryptocurrencies with zero commission.The startup offers equity, cryptocurrency, and options trading, as well as cash management accounts. It also provides a stock brokerage platform that democratizes access to the financial markets and aims to make people comfortable storing money and trading stocks using its application.","$648,293,886","Andreessen Horowitz,ICONIQ Capital,Sequoia Capital,LAUNCH,Employee Stock Option Fund","$6,234,466,886",—,—,—,Public,"Aug 4, 2022",1HOOD
Mastercard,"Purchase,New York,United States",Mastercard is a technology company in the payments industry.,1966,Wells Fargo,10001+,IPO,—,—,$10B+,www.mastercard.com,"Mastercard is a payments and technology company that connects consumers, businesses, merchants, and governments. They provide data services and marketing center. Their marketing materials help card portfolios and businesses. They also provide fraud prevention solutions and payment ecosystem security.",—,—,—,—,—,—,Public,"May 25, 2006",MA
Instacart,"San Francisco,California,United States",Instacart is an online grocery platform that offers same-day delivery and pickup services for retailers and consumers.,2012,"Apoorva Mehta,Brandon Leonardo,Max Mullen",1001-5000,IPO,"Nov 1, 2021",Venture - Series Unknown,$500M to $1B,www.instacart.com,"Instacart is a grocery delivery startup that delivers in as short as an hour. It focuses on delivering groceries and home essentials, Instacart already has over 500,000 items from local stores in its catalogue. Customers can choose from a variety of local stores including Safeway, Whole Foods, Super Fresh, Harris Teeter, Shaw's, Mariano's, Jewel-Osco, Stanley's, and Costco. Customers can mix items from multiple stores into one order. Instacart has raised funding from Kleiner Perkins Caufield & Byers, Andreessen Horowitz, Sequoia Capital, Y Combinator, Khosla Ventures, and Canaan Partners among other participants.","$232,000,000","Fidelity,TCV,Andreessen Horowitz,Sequoia Capital,General Catalyst","$2,919,023,124",—,—,—,Public,"Sep 19, 2023",CART
The New York Times,"New York,New York,United States","The New York Times creates, collects, and distributes news, information, and entertainment through a daily newspaper and a website.","Sep 18, 1851",George Jones,1001-5000,IPO,"Aug 11, 2022",Post-IPO Equity,$1B to $10B,www.nytimes.com,"The New York Times creates, collects, and distributes news, information, and entertainment through a daily newspaper and a website.The New York Times has more than 50 websites and publishes 18 newspapers, including the [International Herald Tribune](http://www.crunchbase.com/organization/international-herald-tribune) and [The Boston Globe](http://www.crunchbase.com/organization/the-boston-globe). It is a leading media company with 2012 revenues of 1.99 U.S. dollar billion.The company previously owned [About.com](http://www.crunchbase.com/organization/about-com) but sold it in September 2012 to IAC/InterActiveCorp for 300 U.S. dollar million.The New York Times newspaper has won 98 Pulitzer Prizes, more than any other newspaper, and it is organized into sections: News, Opinions, Business, Arts, Science, Sports, Style, and Features. The New York Times website is rated as one of the most popular websites online, receiving over 14 million unique visitors in August 2008.The New York Times is headquartered in New York.","$350,200,000","ValueAct Capital,Carlos Slim","$600,200,000",—,—,—,Public,"Jan 9, 1981",NYT
The Trade Desk,"Ventura,California,United States",The Trade Desk is an online demand-side platform that provides buying tools for digital media buyers.,"Oct 1, 2009","Dave Pickles,Jeff Green",501-1000,IPO,"Jul 8, 2021",Post-IPO Equity,$100M to $500M,thetradedesk.com,"The Trade Desk is a technology company that empowers buyers of advertising. The Trade Desk provides a self-service platform that enables ad buyers to manage data-driven digital advertising campaigns using their own teams across various advertising formats, including display, video, and social, and on a multitude of devices, including computers, mobile devices, and connected TV.Headquartered in Ventura, Calif., The Trade Desk has offices across the United States, Europe, and Asia.",—,"U.S. Bancorp,Wellington Management,Opus Bank,City National Bank,Bonfire Ventures","$257,500,000",—,—,—,Public,"Sep 21, 2016",TTD
Roblox,"San Mateo,California,United States",Roblox is an online gaming and entertainment platform that offers a shared digital experience that brings people together through play.,2004,"David Baszucki,Erik Cassel",1001-5000,IPO,"Jan 6, 2021",Series H,$1B to $10B,corp.roblox.com,"Roblox is an online gaming and entertainment platform for a shared digital experience that brings people together through play. It enables anyone to imagine, create, and have fun with friends as they explore interactive 3D experiences produced by developers using their desktop design tool, Roblox Studio.","$520,000,000","Tencent,Andreessen Horowitz,Warner Music Group,Employee Stock Option Fund,Tiger Global Management","$856,742,214",—,—,—,Public,"Jul 29, 2022",RBLX
New Relic,"San Francisco,California,United States",New Relic is a digital intelligence company that delivers full-stack visibility and analytics to enterprises.,"Feb 1, 2008",Lew Cirne,1001-5000,M&A,"Oct 28, 2015",Post-IPO Equity,$500M to $1B,newrelic.com,"New Relic is a digital intelligence company that delivers full-stack visibility and analytics with more than 14,000 paid business accounts. The New Relic digital intelligence platform provides actionable insights to drive digital business results. The company was founded in 2008 and is headquartered in San Francisco, California.",—,"Fidelity,BlackRock,T. Rowe Price,Insight Partners,Wellington Management","$214,500,000",Francisco Partners,"Jul 31, 2023","$6,500,000,000",Public,"Dec 11, 2014",NEWR
Pinterest,"San Francisco,California,United States",Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,Mar 2010,"Ben Silbermann,Evan Sharp,Paul Sciarra",5001-10000,IPO,"Jul 14, 2022",Post-IPO Equity,$1B to $10B,pinterest.com,"Pinterest is a visual bookmarking tool for saving and discovering creative ideas. It helps its users to discover and do what they love--including recipes, arts and crafts, clothing, and home projects. Its site and app allow its users to save and post images on different boards, categorized and curated to each user's individual tastes. Users can also follow boards created by other users, and re-post (or ""pin"") items to their own boards.The company was launched in 2009. To date, the site has more than 150 million monthly users and has more than 1,000 employees.",—,"Fidelity,Andreessen Horowitz,Employee Stock Option Fund,Rakuten,Bessemer Venture Partners","$1,486,100,000",—,—,—,Public,"Apr 18, 2019",PINS
Cash App,"San Francisco,California,United States",Cash App is the fastest growing financial brand in the world.,2013,"Jack Dorsey,Jim McKelvey",1001-5000,Seed,"Apr 4, 2018",Pre-Seed,$1B to $10B,cash.app/,Cash App is the fastest growing financial brand in the world.,"$10,000,000",Kadda Sheekoff,"$10,000,000",—,—,—,Private,—,—
CrowdStrike,"Sunnyvale,California,United States","CrowdStrike is a cybersecurity technology firm that provides cloud-delivered protection for cloud workloads, identity, and data.",2011,"Dmitri Alperovitch,George Kurtz,Gregg Marston",5001-10000,IPO,"Dec 1, 2022",Post-IPO Equity,$1B to $10B,www.crowdstrike.com,"CrowdStrike is a global cybersecurity leader, and has redefined modern security with one of the world’s advanced cloud-native platforms for protecting critical areas of enterprise risk – endpoints and cloud workloads, identity, and data. Powered by the CrowdStrike Security Cloud and world-class AI, the CrowdStrike Falcon® platform leverages real-time indicators of attack, threat intelligence, evolving adversary tradecraft, and enriched telemetry from across the enterprise to deliver hyper-accurate detections, automated protection and remediation, elite threat hunting, and prioritized observability of vulnerabilities. Purpose-built in the cloud with a single lightweight-agent architecture, the Falcon platform delivers rapid and scalable deployment, superior protection and performance, reduced complexity, and immediate time-to-value.","$4,600,000","Warburg Pincus,General Atlantic,Employee Stock Option Fund,Accel,CapitalG","$1,235,600,000",—,—,—,Public,"Jun 12, 2019",CRWD
Okta,"San Francisco,California,United States",Okta is a management platform that secures critical resources from cloud to ground for workforce and customers.,"Jan 1, 2009","Frederic Kerrest,Frédéric Kerrest,Todd McKinnon",5001-10000,IPO,"Jun 8, 2020",Post-IPO Equity,$1B to $10B,www.okta.com,"Okta is the provider of identity for the enterprise. The Okta Identity Cloud connects and protects employees of many enterprises. It also securely connects enterprises to their partners, suppliers, and customers. With deep integrations to over 5,000 apps, the Okta Identity Cloud enables simple and secure access from any device.Okta helps customers fulfill their missions faster by making it safe and easy to use the technologies they need to do their significant work.","$1,000,000,000","Andreessen Horowitz,Sequoia Capital,Employee Stock Option Fund,Khosla Ventures,Floodgate","$1,229,250,000",—,—,—,Public,"Apr 6, 2017",OKTA
